client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score
316,"Allen, Moreno and Mcclain",Individual,Real Estate,Medium,UK,0,0,0,0,0,0.0
317,Williams and Sons,NGO,Energy/Oil,High,FR,0,0,0,0,1,0.0
318,Brown Inc,Individual,NGO/Charity,High,US,0,0,0,0,0,0.0
319,Pierce-Williams,Financial Institution,Import/Export,Medium,IR,0,0,1,1,0,0.0
320,"Wright, Castaneda and Nguyen",Individual,Tech,Low,RU,0,0,0,1,0,0.0
321,"Snyder, Hurst and Davis",NGO,Energy/Oil,High,SG,0,0,0,0,1,0.0
322,"Jones, Mercado and Galvan",NGO,Casino/Gambling,High,CA,0,0,0,0,0,0.0
323,"Riggs, Watkins and Acosta",Corporate,Real Estate,Medium,NL,1,0,0,0,0,0.0
324,Espinoza LLC,Financial Institution,NGO/Charity,High,US,0,0,0,0,0,0.0
325,"Baker, Hansen and Acosta",NGO,Real Estate,Medium,AE,0,0,0,0,0,0.5
326,"Villarreal, Reeves and Cummings",Financial Institution,Energy/Oil,High,US,0,0,0,0,1,0.0
327,"Sloan, Harris and Diaz",NGO,Crypto Exchange,High,AE,0,0,0,0,0,0.0
328,Perry-Kemp,Individual,Tech,Low,SG,0,0,0,0,0,0.0
329,Williams and Sons,Financial Institution,Defense/Arms,High,CH,0,0,0,0,1,0.0
330,Travis-Herman,NGO,Casino/Gambling,High,UK,0,0,0,0,0,0.0
331,Jones Ltd,Corporate,Casino/Gambling,High,JP,0,0,0,0,0,1.0
332,Campbell PLC,Corporate,Financial Services,Medium,CA,0,0,0,0,1,0.0
333,Mendoza Ltd,Individual,Energy/Oil,High,IR,0,1,1,1,1,0.0
334,Higgins-Williams,NGO,Crypto Exchange,High,RU,0,0,0,1,0,0.0
335,Gregory Ltd,Individual,Financial Services,Medium,CH,0,0,0,0,1,0.0
336,"Anderson, Benson and Gonzalez",Financial Institution,Casino/Gambling,High,VE,1,0,0,1,0,0.0
337,"Cook, Mcgee and Wong",Corporate,Tech,Low,CH,0,0,0,0,0,0.0
338,Saunders-Kelly,Individual,Casino/Gambling,High,IN,0,0,0,0,0,0.0
339,Perez-Hart,Corporate,Real Estate,Medium,RU,0,0,0,1,0,0.0
340,Nelson Group,Corporate,Consulting,Low,SG,0,0,0,0,0,0.0
341,Hoffman-Frost,Individual,Import/Export,Medium,JP,1,0,0,0,0,0.0
342,Rivera-Mullins,Corporate,Real Estate,Medium,LB,0,0,0,0,0,0.0
343,Robbins and Sons,NGO,Defense/Arms,High,IR,0,0,1,1,1,0.5
344,"Abbott, Compton and Coleman",Corporate,Casino/Gambling,High,KP,0,0,1,1,0,1.0
345,Stewart PLC,Corporate,Energy/Oil,High,SG,0,0,0,0,1,0.0
346,Watts-Hoffman,Financial Institution,Energy/Oil,High,AE,0,0,0,0,1,0.0
347,Lopez LLC,Individual,Consulting,Low,IR,0,0,1,1,0,0.0
348,Harmon LLC,Individual,Consulting,Low,IN,0,0,0,0,0,0.0
349,Lopez Ltd,NGO,Consulting,Low,LB,0,0,0,0,0,0.0
350,"Miles, Schmidt and Parker",NGO,Defense/Arms,High,IR,0,0,1,1,1,1.0
351,"Graves, Montgomery and Ryan",Corporate,Real Estate,Medium,IR,1,0,1,1,0,0.0
352,"Grant, Brown and Williams",Corporate,NGO/Charity,High,NL,0,0,0,0,0,0.0
353,"Berry, Gomez and Gonzales",Individual,Financial Services,Medium,CA,0,0,0,0,1,0.0
354,Anthony-Hopkins,NGO,Financial Services,Medium,CH,0,0,0,0,1,0.0
355,"Brown, Gilbert and Eaton",Individual,Financial Services,Medium,SY,0,0,0,1,1,0.0
356,Rodriguez Inc,Financial Institution,Defense/Arms,High,KP,0,0,1,1,1,0.0
357,Scott-Bryant,NGO,Financial Services,Medium,SY,0,0,0,1,1,0.0
358,Moran-Wade,Corporate,Consulting,Low,VE,0,0,0,1,0,0.0
359,Huerta-Weaver,Financial Institution,Consulting,Low,CN,0,0,0,0,0,0.0
360,Brown-Stephens,Individual,Energy/Oil,High,IN,0,0,0,0,1,0.0
361,"French, Cannon and Villegas",Corporate,Import/Export,Medium,AE,1,0,0,0,0,0.0
362,Fernandez-Meza,Individual,Crypto Exchange,High,CH,0,0,0,0,0,0.0
363,Martin-Leblanc,Corporate,Casino/Gambling,High,CN,0,0,0,0,0,0.5
364,Brown PLC,Financial Institution,Crypto Exchange,High,FR,0,0,0,0,0,0.0
365,"Shelton, Scott and Hoffman",Corporate,Tech,Low,AU,0,0,0,0,0,0.0
366,Hansen-Thomas,NGO,Real Estate,Medium,CN,1,0,0,0,0,0.0
367,Mendez Inc,Individual,Retail,Low,SD,1,0,0,1,0,0.0
368,Curtis LLC,Financial Institution,Energy/Oil,High,JP,0,0,0,0,1,0.0
369,Johnson Ltd,Corporate,Real Estate,Medium,IR,0,0,1,1,0,0.5
370,Nelson-Phillips,Corporate,Real Estate,Medium,IN,0,0,0,0,0,0.5
371,Hudson-Bell,NGO,Crypto Exchange,High,LB,0,0,0,0,0,0.0
372,"Smith, Mcfarland and Wilkinson",Individual,Financial Services,Medium,DE,0,0,0,0,1,0.0
373,Gomez-Marks,NGO,Import/Export,Medium,CA,0,0,0,0,0,0.0
374,Charles-Bruce,Individual,Consulting,Low,SD,0,0,0,1,0,0.0
375,"Shelton, Whitehead and Mack",Corporate,Energy/Oil,High,SY,0,0,0,1,1,0.0
376,Allen-Sweeney,Individual,Casino/Gambling,High,US,0,0,0,0,0,0.0
377,"Hernandez, Willis and Hoffman",NGO,Crypto Exchange,High,JP,0,0,0,0,0,0.5
378,"Rogers, Flores and Nichols",NGO,Defense/Arms,High,SG,0,0,0,0,1,0.0
379,"Johnson, Russo and Rodgers",NGO,Import/Export,Medium,KP,0,0,1,1,0,0.0
380,Byrd Inc,NGO,Import/Export,Medium,CN,0,0,0,0,0,0.0
381,"Romero, Campos and Chambers",Individual,Import/Export,Medium,CA,0,0,0,0,0,0.0
382,Tate-Barton,Individual,Import/Export,Medium,CA,0,0,0,0,0,0.0
383,"Shaffer, Lopez and Rivera",Individual,Casino/Gambling,High,IR,1,0,1,1,0,0.0
384,Garza-Colon,Corporate,Real Estate,Medium,RU,0,0,0,1,0,0.0
385,"Mclaughlin, Hall and Hinton",Corporate,Consulting,Low,AF,0,0,0,0,0,0.0
386,Mcclure Ltd,Financial Institution,Retail,Low,CN,0,0,0,0,0,0.0
387,"Hess, Marquez and Atkinson",NGO,Financial Services,Medium,JP,0,0,0,0,1,0.0
388,Castro Ltd,Individual,Real Estate,Medium,RU,0,0,0,1,0,0.0
389,Dean and Sons,Corporate,Crypto Exchange,High,LB,0,0,0,0,0,0.0
390,"Rios, Wright and Hancock",Corporate,Financial Services,Medium,CA,0,0,0,0,1,0.0
391,Harvey-Anderson,NGO,Retail,Low,UK,0,0,0,0,0,0.0
392,Jackson-Ray,Individual,Real Estate,Medium,FR,0,0,0,0,0,0.0
393,Thornton LLC,Financial Institution,Import/Export,Medium,AF,0,0,0,0,0,0.0
394,"Foster, Scott and Curtis",Individual,Import/Export,Medium,AU,0,0,0,0,0,0.0
395,"King, Murray and Mcdaniel",NGO,Retail,Low,AE,0,0,0,0,0,0.0
396,Clark LLC,Individual,Real Estate,Medium,IR,0,0,1,1,0,0.0
397,"Wood, Gonzalez and Johnson",Corporate,Consulting,Low,SG,0,0,0,0,0,0.0
398,Schmitt Inc,NGO,Defense/Arms,High,LB,0,0,0,0,1,0.5
399,"Patton, Johnson and Mendez",Corporate,Retail,Low,VE,0,0,0,1,0,0.5
400,English Ltd,Financial Institution,Consulting,Low,CH,0,0,0,0,0,0.0
401,Nelson-Owens,Corporate,Retail,Low,SG,0,0,0,0,0,0.5
402,Lane Ltd,NGO,Energy/Oil,High,VE,0,0,0,1,1,0.0
403,Li Ltd,Corporate,NGO/Charity,High,SY,1,1,0,1,0,0.5
404,Martin-Baker,Corporate,Crypto Exchange,High,DE,0,0,0,0,0,0.0
405,"Hardin, Sanchez and Stewart",Corporate,NGO/Charity,High,SG,1,0,0,0,0,0.0
406,Cooley-Martinez,Individual,Consulting,Low,SG,0,0,0,0,0,0.0
407,Adkins Ltd,Corporate,Real Estate,Medium,LB,0,0,0,0,0,0.0
408,Bender Ltd,Individual,Crypto Exchange,High,UK,0,0,0,0,0,0.0
409,Lee LLC,Financial Institution,Casino/Gambling,High,NL,0,0,0,0,0,0.0
410,"Gomez, Larsen and Morris",Individual,Real Estate,Medium,AE,0,0,0,0,0,0.0
411,Lopez-Washington,Financial Institution,Tech,Low,AE,0,0,0,0,0,0.0
412,Hughes Inc,Individual,Import/Export,Medium,CH,0,0,0,0,0,0.0
413,"Davis, Schmidt and Page",Corporate,Casino/Gambling,High,CH,0,0,0,0,0,0.0
414,"Arnold, Carlson and Lewis",Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0.0
415,"Elliott, Walton and Mcdaniel",NGO,Defense/Arms,High,RU,0,0,0,1,1,0.0
416,Becker PLC,Individual,Energy/Oil,High,CH,0,0,0,0,1,0.0
417,"Gill, Love and Zavala",Corporate,Financial Services,Medium,JP,0,0,0,0,1,1.0
418,Hernandez Inc,Financial Institution,Import/Export,Medium,US,1,0,0,0,0,0.0
419,"Evans, Compton and Hill",NGO,Import/Export,Medium,RU,0,0,0,1,0,0.0
420,"Hogan, Hernandez and Hernandez",Individual,Crypto Exchange,High,SG,0,0,0,0,0,0.0
421,Anderson Ltd,Corporate,Real Estate,Medium,DE,0,0,0,0,0,0.0
422,Rose-Murphy,NGO,Tech,Low,JP,0,0,0,0,0,0.5
423,Allen-Jones,NGO,Energy/Oil,High,IN,1,0,0,0,1,0.0
424,Rosales and Sons,Individual,Retail,Low,SY,0,0,0,1,0,0.0
425,"Torres, Fletcher and Burch",Individual,Casino/Gambling,High,SY,0,0,0,1,0,0.0
426,"Francis, Ramsey and Lee",Corporate,Crypto Exchange,High,CH,0,0,0,0,0,0.0
427,"Simmons, Davis and Fletcher",Financial Institution,Real Estate,Medium,CA,0,0,0,0,0,0.0
428,"Hall, Ward and Morales",Individual,Crypto Exchange,High,KP,0,0,1,1,0,0.0
429,"Lee, Ellis and Ortiz",Individual,Import/Export,Medium,AU,0,0,0,0,0,0.0
430,"Mejia, Turner and Alexander",Corporate,Defense/Arms,High,RU,0,0,0,1,1,0.5
431,Goodwin-Johnson,Individual,Energy/Oil,High,VE,0,0,0,1,1,0.0
432,Fox PLC,NGO,Real Estate,Medium,CN,0,0,0,0,0,0.0
433,Morgan-Smith,Individual,Real Estate,Medium,LB,0,0,0,0,0,0.0
434,"Scott, Bowers and Wallace",Financial Institution,Import/Export,Medium,SD,0,0,0,1,0,0.0
435,"Keller, Thomas and Harris",NGO,NGO/Charity,High,US,0,0,0,0,0,0.5
436,"Carroll, Davidson and Casey",Financial Institution,Energy/Oil,High,JP,0,0,0,0,1,0.0
437,"Ross, Simpson and Taylor",Financial Institution,Tech,Low,FR,0,0,0,0,0,0.0
438,Lang-Schroeder,Financial Institution,Energy/Oil,High,SY,0,0,0,1,1,0.0
439,Klein PLC,Financial Institution,Financial Services,Medium,CH,0,0,0,0,1,0.0
440,Parker Inc,Financial Institution,Defense/Arms,High,IN,0,0,0,0,1,0.0
441,Burke-Esparza,Individual,Retail,Low,FR,0,0,0,0,0,0.0
442,"Lewis, Decker and Price",Individual,Energy/Oil,High,US,0,0,0,0,1,0.0
443,Bennett-Perry,Corporate,Import/Export,Medium,RU,0,0,0,1,0,1.0
444,Carr-Obrien,Individual,Tech,Low,VE,0,0,0,1,0,0.0
445,Brown Ltd,Individual,Tech,Low,UK,0,0,0,0,0,0.0
446,"Peck, Nguyen and Lewis",NGO,NGO/Charity,High,AF,0,0,0,0,0,0.0
447,Larson Inc,Financial Institution,Casino/Gambling,High,IR,0,0,1,1,0,0.0
448,Gibbs-Anthony,Individual,Financial Services,Medium,CA,0,0,0,0,1,0.0
449,Arnold Group,Financial Institution,Import/Export,Medium,AE,0,0,0,0,0,0.0
450,"Finley, Velez and Romero",Financial Institution,Casino/Gambling,High,CA,0,0,0,0,0,0.0
451,Elliott Inc,Individual,Energy/Oil,High,AF,0,0,0,0,1,0.0
452,Taylor Ltd,NGO,Defense/Arms,High,AU,0,0,0,0,1,0.0
453,"Fernandez, Brown and Clark",Financial Institution,Consulting,Low,KP,0,0,1,1,0,0.0
454,Anderson-Wallace,Financial Institution,Defense/Arms,High,CH,0,0,0,0,1,0.0
455,Rodriguez and Sons,Financial Institution,NGO/Charity,High,VE,0,0,0,1,0,0.0
456,Palmer-Williams,NGO,Financial Services,Medium,UK,0,0,0,0,1,0.0
457,"Taylor, Holland and Wood",Individual,Import/Export,Medium,CH,0,0,0,0,0,0.0
458,"Gonzales, Jones and Garrett",NGO,Defense/Arms,High,AU,0,0,0,0,1,0.0
459,Mitchell Inc,Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0.0
460,"Williamson, Simon and Adams",NGO,Financial Services,Medium,VE,0,0,0,1,1,0.5
461,Norris Group,NGO,Real Estate,Medium,VE,0,0,0,1,0,0.0
462,Young Ltd,NGO,Energy/Oil,High,SD,0,0,0,1,1,0.0
463,Brooks Group,Corporate,NGO/Charity,High,RU,0,0,0,1,0,0.0
464,Spencer-Griffin,Individual,Defense/Arms,High,RU,0,0,0,1,1,0.0
465,Phillips-Galloway,Financial Institution,Crypto Exchange,High,SG,0,0,0,0,0,0.0
466,"Wells, Anderson and Stafford",Financial Institution,Tech,Low,FR,0,0,0,0,0,0.0
467,Williams-Stewart,Corporate,NGO/Charity,High,KP,0,0,1,1,0,0.0
468,Smith-Marquez,Individual,Tech,Low,FR,0,0,0,0,0,0.0
469,"Hernandez, Woods and Cooper",Corporate,NGO/Charity,High,DE,0,0,0,0,0,0.0
470,Parker-King,Corporate,Defense/Arms,High,VE,0,0,0,1,1,0.5
471,Chan-Smith,NGO,Consulting,Low,DE,0,0,0,0,0,0.0
472,Harrington Inc,NGO,Casino/Gambling,High,CH,0,0,0,0,0,1.0
473,Flowers-Peters,Corporate,Tech,Low,KP,0,0,1,1,0,0.0
474,"Bell, Perez and Chan",Corporate,Real Estate,Medium,KP,0,0,1,1,0,0.0
475,"Greer, Harrison and Smith",Individual,Financial Services,Medium,US,0,0,0,0,1,0.0
476,Cain-Hernandez,NGO,Real Estate,Medium,AF,0,0,0,0,0,0.5
477,Jordan Group,Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0.0
478,Lopez Inc,Financial Institution,NGO/Charity,High,SY,0,0,0,1,0,0.0
479,Bailey-Johnson,Financial Institution,Tech,Low,US,0,0,0,0,0,0.0
480,Brown and Sons,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0.0
481,"Barnes, Palmer and Hernandez",NGO,Energy/Oil,High,AF,0,0,0,0,1,1.0
482,Johnson PLC,Corporate,Financial Services,Medium,CH,0,0,0,0,1,0.0
483,Combs Ltd,Corporate,Crypto Exchange,High,US,0,0,0,0,0,0.5
484,Barrett-West,Individual,Consulting,Low,DE,0,0,0,0,0,0.0
485,"Gomez, Garner and Miller",NGO,Retail,Low,NL,0,0,0,0,0,0.5
486,"Hinton, Tucker and Simmons",Individual,Real Estate,Medium,DE,0,0,0,0,0,0.0
487,Newman-Cabrera,NGO,Defense/Arms,High,UK,0,0,0,0,1,1.0
488,"Walton, Wang and Harper",Individual,Tech,Low,AU,0,0,0,0,0,0.0
489,"Woods, Smith and Kim",Corporate,Real Estate,Medium,NL,0,0,0,0,0,0.0
490,Taylor Ltd,NGO,Real Estate,Medium,LB,0,0,0,0,0,0.0
491,Marshall-Stevenson,Financial Institution,Real Estate,Medium,US,0,0,0,0,0,0.0
492,Garcia-Miller,Corporate,Financial Services,Medium,VE,1,0,0,1,1,1.0
493,"Sullivan, Jacobs and Hopkins",Financial Institution,Retail,Low,FR,0,0,0,0,0,0.0
494,Cooper LLC,Corporate,Retail,Low,KP,0,0,1,1,0,0.5
495,Rose-Lee,Financial Institution,Import/Export,Medium,CA,0,0,0,0,0,0.0
496,Gonzalez-Bailey,Individual,Real Estate,Medium,AE,0,0,0,0,0,0.0
497,"Gilmore, Petersen and Walsh",NGO,Defense/Arms,High,JP,0,0,0,0,1,0.0
498,Miller-Baker,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0.0
499,Gonzales LLC,NGO,Crypto Exchange,High,SY,0,0,0,1,0,0.0
500,"Allen, Castillo and Thompson",Financial Institution,Casino/Gambling,High,CA,1,0,0,0,0,0.0
501,Patel-Avila,Financial Institution,Real Estate,Medium,NL,0,0,0,0,0,0.0
502,Robinson Group,NGO,Real Estate,Medium,SY,0,0,0,1,0,0.0
503,Ruiz and Sons,Financial Institution,Crypto Exchange,High,SG,0,0,0,0,0,0.0
504,Grant-Thornton,Individual,Import/Export,Medium,RU,0,0,0,1,0,0.0
505,Hart LLC,NGO,Energy/Oil,High,SD,0,0,0,1,1,0.0
506,Kidd Inc,Individual,Consulting,Low,DE,0,0,0,0,0,0.0
507,Cain-Taylor,Individual,Energy/Oil,High,NL,0,0,0,0,1,0.0
508,"Rogers, Figueroa and Garcia",NGO,Energy/Oil,High,VE,0,0,0,1,1,1.0
509,Hernandez and Sons,NGO,Casino/Gambling,High,SY,0,0,0,1,0,0.5
510,Gonzalez-Brennan,Financial Institution,Energy/Oil,High,RU,0,0,0,1,1,0.0
511,Simpson-Browning,Corporate,Consulting,Low,VE,0,0,0,1,0,0.0
512,Baker-Jones,Financial Institution,Real Estate,Medium,RU,0,0,0,1,0,0.0
513,Sanders LLC,Financial Institution,Consulting,Low,CA,0,0,0,0,0,0.0
514,"Morris, Lane and Davis",Individual,Retail,Low,JP,0,0,0,0,0,0.0
515,Anderson LLC,Financial Institution,Casino/Gambling,High,US,0,0,0,0,0,0.0
516,"Moore, Davidson and Newton",Financial Institution,Financial Services,Medium,AF,0,0,0,0,1,0.0
517,Schwartz-Stewart,Financial Institution,Defense/Arms,High,KP,0,0,1,1,1,0.0
518,"Snyder, Osborne and Pineda",Financial Institution,Consulting,Low,DE,0,0,0,0,0,0.0
519,Jones-Erickson,Corporate,Energy/Oil,High,CH,0,0,0,0,1,0.0
520,"Watkins, Kelly and Peterson",Individual,Retail,Low,US,0,0,0,0,0,0.0
521,"Tran, Lara and Mccarthy",NGO,Financial Services,Medium,DE,0,0,0,0,1,0.0
522,"Miller, Price and Rivera",NGO,Consulting,Low,AU,0,0,0,0,0,0.0
523,Jones PLC,Corporate,Casino/Gambling,High,US,0,0,0,0,0,0.0
524,"Reynolds, Gray and Anderson",Financial Institution,Casino/Gambling,High,AF,0,0,0,0,0,0.0
525,Newman and Sons,Corporate,Import/Export,Medium,AU,0,0,0,0,0,0.0
526,Kirby LLC,Individual,Real Estate,Medium,AU,0,0,0,0,0,0.0
527,Barnes-Johnson,Corporate,Retail,Low,NL,0,0,0,0,0,0.0
528,Nelson-Hanson,Corporate,Real Estate,Medium,AF,0,0,0,0,0,0.0
529,Miller and Sons,Financial Institution,Casino/Gambling,High,AE,1,0,0,0,0,0.0
530,James LLC,Financial Institution,Energy/Oil,High,FR,0,0,0,0,1,0.0
531,Moon-Harper,Corporate,NGO/Charity,High,LB,0,0,0,0,0,0.0
532,Moreno-Sanders,Financial Institution,Casino/Gambling,High,US,0,0,0,0,0,0.0
533,Harris-Rodriguez,Individual,Consulting,Low,AE,0,0,0,0,0,0.0
534,Obrien Ltd,Individual,Casino/Gambling,High,RU,0,0,0,1,0,0.0
535,"Herring, Rasmussen and Villa",Individual,Defense/Arms,High,RU,0,0,0,1,1,0.0
536,"Walker, Li and Ramsey",NGO,Real Estate,Medium,US,0,0,0,0,0,0.0
537,"Powell, Palmer and Sanders",Financial Institution,Import/Export,Medium,AU,0,0,0,0,0,0.0
538,"Kane, Harris and Wright",Corporate,Tech,Low,SG,0,0,0,0,0,0.5
539,Moore Inc,Corporate,Energy/Oil,High,CH,0,0,0,0,1,0.0
540,"Nolan, Rodriguez and Ruiz",Individual,Tech,Low,AE,0,0,0,0,0,0.0
541,"Wood, Sanchez and Anderson",Financial Institution,Retail,Low,KP,0,0,1,1,0,0.0
542,Hernandez PLC,Financial Institution,Retail,Low,IR,0,0,1,1,0,0.0
543,Powers Ltd,Individual,Import/Export,Medium,DE,0,0,0,0,0,0.0
544,Wagner-Clark,Financial Institution,Defense/Arms,High,AE,0,0,0,0,1,0.0
545,Hancock-Kim,Individual,Defense/Arms,High,JP,0,0,0,0,1,0.0
546,Graham Group,NGO,Financial Services,Medium,IN,0,0,0,0,1,0.0
547,Warren LLC,Corporate,Import/Export,Medium,UK,0,0,0,0,0,0.5
548,"Ibarra, Wheeler and Thomas",Corporate,Financial Services,Medium,LB,0,0,0,0,1,0.0
549,Sheppard PLC,NGO,Retail,Low,IN,0,0,0,0,0,0.5
550,Martin-Anderson,Corporate,Energy/Oil,High,CH,0,0,0,0,1,0.0
551,"Anderson, Hayes and Rhodes",Individual,Retail,Low,IN,0,0,0,0,0,0.0
552,Kidd Ltd,NGO,Energy/Oil,High,KP,0,0,1,1,1,0.0
553,Reynolds-Johnson,NGO,Crypto Exchange,High,IR,0,0,1,1,0,1.0
554,Roman-Garza,Financial Institution,NGO/Charity,High,CN,0,0,0,0,0,0.0
555,"Mcbride, Mitchell and Stephens",Corporate,Financial Services,Medium,SG,0,0,0,0,1,0.0
556,Joseph-Silva,Financial Institution,Casino/Gambling,High,IR,0,0,1,1,0,0.0
557,Nguyen Inc,Individual,Retail,Low,CA,0,0,0,0,0,0.0
558,Huynh LLC,Corporate,NGO/Charity,High,AU,1,0,0,0,0,0.0
559,Rivera PLC,Financial Institution,NGO/Charity,High,SY,0,0,0,1,0,0.0
560,Griffith Ltd,Corporate,Retail,Low,AF,0,0,0,0,0,0.0
561,"Ochoa, Carr and Miller",Individual,Tech,Low,KP,0,0,1,1,0,0.0
562,Miller-Williams,Financial Institution,NGO/Charity,High,SG,0,1,0,0,0,0.0
563,Brown-Watson,NGO,Crypto Exchange,High,RU,0,0,0,1,0,1.0
564,Barrett LLC,Financial Institution,Casino/Gambling,High,US,0,0,0,0,0,0.0
565,"Weaver, Hale and Gibson",Financial Institution,NGO/Charity,High,AU,0,0,0,0,0,0.0
566,"Carr, Crawford and Carr",Corporate,Import/Export,Medium,CH,0,0,0,0,0,0.0
567,Morales-Ramirez,Individual,Energy/Oil,High,DE,0,0,0,0,1,0.0
568,Wilson-Holmes,NGO,Consulting,Low,SD,0,0,0,1,0,0.0
569,Mitchell LLC,NGO,Defense/Arms,High,SY,0,1,0,1,1,0.0
570,"Anderson, Smith and Kim",Individual,Retail,Low,SG,0,0,0,0,0,0.0
571,"Rush, Hernandez and Watkins",Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0.0
572,"Ward, Bradford and Brown",Financial Institution,Consulting,Low,RU,0,0,0,1,0,0.0
573,"Alvarez, Long and Alvarado",Individual,Import/Export,Medium,FR,0,0,0,0,0,0.0
574,Dalton-Sellers,NGO,Consulting,Low,AU,0,0,0,0,0,0.0
575,"Schmidt, Fisher and Hines",Corporate,Defense/Arms,High,AE,0,0,0,0,1,0.0
576,"Todd, Baker and Jones",Individual,Defense/Arms,High,AU,0,0,0,0,1,0.0
577,"Gray, Gillespie and Garrett",Financial Institution,Retail,Low,NL,0,0,0,0,0,0.0
578,"George, Lopez and Rodriguez",Individual,Energy/Oil,High,FR,0,0,0,0,1,0.0
579,Miller Inc,Corporate,Defense/Arms,High,AU,0,0,0,0,1,0.0
580,Curry-Hatfield,Financial Institution,Financial Services,Medium,SD,0,0,0,1,1,0.0
581,Smith Inc,Financial Institution,NGO/Charity,High,NL,0,0,0,0,0,0.0
582,"Chen, Romero and Kim",NGO,Consulting,Low,AF,0,0,0,0,0,0.0
583,"Smith, Powers and Coleman",NGO,Financial Services,Medium,KP,0,0,1,1,1,1.0
584,"Dawson, Smith and White",Individual,Import/Export,Medium,SG,0,0,0,0,0,0.0
585,George and Sons,Corporate,Import/Export,Medium,JP,0,1,0,0,0,0.0
586,"Reid, Sims and Smith",NGO,Tech,Low,LB,0,0,0,0,0,0.0
587,Stafford-Steele,Corporate,Crypto Exchange,High,CA,0,0,0,0,0,1.0
588,"White, Winters and Garrett",Financial Institution,Retail,Low,AF,0,0,0,0,0,0.0
589,"Gould, Cruz and Hodge",Financial Institution,Casino/Gambling,High,UK,0,0,0,0,0,0.0
590,Monroe Inc,Individual,Tech,Low,SD,0,0,0,1,0,0.0
591,Hendrix Inc,Financial Institution,NGO/Charity,High,SG,0,0,0,0,0,0.0
592,Sherman-Lewis,Corporate,Consulting,Low,IR,0,0,1,1,0,0.0
593,Schwartz LLC,Financial Institution,Real Estate,Medium,CH,0,0,0,0,0,0.0
594,"Foster, Thompson and Brown",NGO,Energy/Oil,High,CN,0,0,0,0,1,0.0
595,Morton-Moore,Financial Institution,Financial Services,Medium,DE,0,0,0,0,1,0.0
596,Palmer Ltd,Corporate,Tech,Low,AF,0,0,0,0,0,0.5
597,Brown LLC,Corporate,Retail,Low,AU,0,0,0,0,0,1.0
598,Kaiser LLC,Corporate,Real Estate,Medium,KP,0,0,1,1,0,0.5
599,Roberts-Lee,Corporate,Defense/Arms,High,FR,0,0,0,0,1,0.0
600,"Greer, Stone and Garcia",Individual,Import/Export,Medium,UK,0,0,0,0,0,0.0
601,Johnson-Morris,NGO,Defense/Arms,High,CH,0,0,0,0,1,1.0
602,Johnson-Brady,Financial Institution,Retail,Low,SY,0,0,0,1,0,0.0
603,"Klein, Brown and Myers",NGO,Consulting,Low,LB,0,0,0,0,0,0.0
604,"Parker, Johnson and Welch",Corporate,Consulting,Low,CA,0,0,0,0,0,0.0
605,"Howard, Morgan and Stafford",Financial Institution,Import/Export,Medium,CA,0,0,0,0,0,0.0
606,"Griffin, Davis and Davis",Financial Institution,NGO/Charity,High,CH,1,0,0,0,0,0.0
607,"Jordan, Flores and Ross",Individual,Defense/Arms,High,SY,0,0,0,1,1,0.0
608,Reed-Jensen,NGO,NGO/Charity,High,JP,0,0,0,0,0,0.0
609,"Hendrix, Thomas and Fitzpatrick",Financial Institution,Retail,Low,CN,0,0,0,0,0,0.0
610,"Goodman, Barnett and Taylor",NGO,Consulting,Low,SD,1,0,0,1,0,0.0
611,"Ruiz, Schneider and Floyd",Corporate,Retail,Low,KP,0,0,1,1,0,0.0
612,Adams-Howard,NGO,Financial Services,Medium,NL,0,0,0,0,1,0.0
613,Clark-Mendoza,Financial Institution,Financial Services,Medium,AE,0,0,0,0,1,0.0
614,Hernandez-Hughes,Individual,Import/Export,Medium,FR,0,0,0,0,0,0.0
615,"Kelly, Fox and Powers",Individual,Import/Export,Medium,AE,0,0,0,0,0,0.0
616,"Edwards, Smith and Lewis",Individual,Retail,Low,NL,0,0,0,0,0,0.0
617,Harris Ltd,NGO,NGO/Charity,High,US,0,0,0,0,0,0.0
618,Alvarez-Hill,Corporate,Energy/Oil,High,NL,0,0,0,0,1,0.0
619,Johnson Inc,Financial Institution,Import/Export,Medium,KP,0,0,1,1,0,0.0
620,Hubbard and Sons,NGO,Energy/Oil,High,LB,0,0,0,0,1,0.5
621,"Marshall, Harris and Dunn",Corporate,NGO/Charity,High,SD,0,0,0,1,0,0.5
622,Campbell-Wu,Financial Institution,Energy/Oil,High,US,0,0,0,0,1,0.0
623,Ramos Inc,Corporate,Defense/Arms,High,KP,0,0,1,1,1,0.0
624,Thomas and Sons,Corporate,Energy/Oil,High,CH,0,0,0,0,1,0.0
625,Cook Group,Corporate,Real Estate,Medium,RU,0,0,0,1,0,0.0
626,Smith-Santos,Individual,Energy/Oil,High,SD,0,0,0,1,1,0.0
627,Baker and Sons,Corporate,Consulting,Low,NL,0,0,0,0,0,0.0
